eg95318a39,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Magnetic Nightfall,130,E phrygian,high,intro-heavy seed,dirty electro four-on-the-floor,distorted octave bass,abrasive analog chord hits,ragged indie-rock guitar stabs,raw female chant vocal,rowdy but stylish rock-club pressure,bloghouse grit with modern clarity,"drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 130bpm, e-phrygian","Create an overseas electro-rock / bloghouse / french electro track with a dirty electro four-on-the-floor, distorted octave bass, abrasive analog chord hits, and ragged indie-rock guitar stabs. Use raw female chant vocal, rowdy but stylish rock-club pressure, 130 BPM, E phrygian. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg2771b355,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Laser Chase,128,C minor,low,full song seed,dirty electro four-on-the-floor,fuzz synth bass,lo-fi bloghouse synth hook,tight downstroke guitar accents,cool detached indie male vocal,dirty late-2000s dancefloor grit,bloghouse grit with modern clarity,"short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 128bpm, c-minor","Create an overseas electro-rock / bloghouse / french electro track with a dirty electro four-on-the-floor, fuzz synth bass, lo-fi bloghouse synth hook, and tight downstroke guitar accents. Use cool detached indie male vocal, dirty late-2000s dancefloor grit, 128 BPM, C minor. Arrangement: short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egb44fc866,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Electric Pulse,118,F# minor,high,chorus-first seed,punky dance groove,dirty electro bass riff,abrasive analog chord hits,tight downstroke guitar accents,raw female chant vocal,neon punk chaos,"clipped compression, distorted synths, punchy drums","drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 118bpm, f#-minor","Create an overseas electro-rock / bloghouse / french electro instrumental track with a punky dance groove, dirty electro bass riff, abrasive analog chord hits, and tight downstroke guitar accents. Use raw female chant vocal, neon punk chaos, 118 BPM, F# minor. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: clipped compression, distorted synths, punchy drums. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg7c43e08b,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Chrome Groove,124,E phrygian,high,full song seed,dirty electro four-on-the-floor,clipped saw-bass line,lo-fi bloghouse synth hook,noisy guitar feedback between phrases,cool detached indie male vocal,rowdy but stylish rock-club pressure,"raw club mix, no polished EDM sheen","riff intro, verse shout, hook drop, breakdown, final riff chorus","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 124bpm, e-phrygian","Create an overseas electro-rock / bloghouse / french electro track with a dirty electro four-on-the-floor, clipped saw-bass line, lo-fi bloghouse synth hook, and noisy guitar feedback between phrases. Use cool detached indie male vocal, rowdy but stylish rock-club pressure, 124 BPM, E phrygian. Arrangement: riff intro, verse shout, hook drop, breakdown, final riff chorus. Production: raw club mix, no polished EDM sheen. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg72d0cb01,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Afterhours Signal,120,E minor,medium-low,club-rock seed,indie-sleaze club pulse,dirty electro bass riff,screaming electro lead,ragged indie-rock guitar stabs,cool detached indie male vocal,rowdy but stylish rock-club pressure,"aggressive sidechain, crunchy top-end, mono-compatible hook","drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 120bpm, e-minor","Create an overseas electro-rock / bloghouse / french electro track with a indie-sleaze club pulse, dirty electro bass riff, screaming electro lead, and ragged indie-rock guitar stabs. Use cool detached indie male vocal, rowdy but stylish rock-club pressure, 120 BPM, E minor. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: aggressive sidechain, crunchy top-end, mono-compatible hook. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg42053be1,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Glass Nightfall,126,E phrygian,low,night-drive cue,dirty electro four-on-the-floor,dirty electro bass riff,distorted synth riff,noisy guitar feedback between phrases,raw female chant vocal,rowdy but stylish rock-club pressure,"raw club mix, no polished EDM sheen","drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 126bpm, e-phrygian","Create an overseas electro-rock / bloghouse / french electro track with a dirty electro four-on-the-floor, dirty electro bass riff, distorted synth riff, and noisy guitar feedback between phrases. Use raw female chant vocal, rowdy but stylish rock-club pressure, 126 BPM, E phrygian. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: raw club mix, no polished EDM sheen. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg0f7388e5,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Velvet Drive,128,B minor,high,chorus-first seed,dirty electro four-on-the-floor,dirty electro bass riff,abrasive analog chord hits,noisy guitar feedback between phrases,raw female chant vocal,dirty late-2000s dancefloor grit,bloghouse grit with modern clarity,"short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 128bpm, b-minor","Create an overseas electro-rock / bloghouse / french electro track with a dirty electro four-on-the-floor, dirty electro bass riff, abrasive analog chord hits, and noisy guitar feedback between phrases. Use raw female chant vocal, dirty late-2000s dancefloor grit, 128 BPM, B minor. Arrangement: short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
ega6ed4a2b,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Cosmic Skyline,128,E minor,medium-high,chorus-first seed,indie-sleaze club pulse,distorted octave bass,lo-fi bloghouse synth hook,tight downstroke guitar accents,minimal repeated party vocal,rowdy but stylish rock-club pressure,"loud midrange, dirty bass, tight kick","short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 128bpm, e-minor","Create an overseas electro-rock / bloghouse / french electro track with a indie-sleaze club pulse, distorted octave bass, lo-fi bloghouse synth hook, and tight downstroke guitar accents. Use minimal repeated party vocal, rowdy but stylish rock-club pressure, 128 BPM, E minor. Arrangement: short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp. Production: loud midrange, dirty bass, tight kick. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg7c224947,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Core Electro-Rock Groove,130,C minor,medium-high,intro-heavy seed,indie-sleaze club pulse,dirty electro bass riff,gritty filter stabs,tight downstroke guitar accents,shouted gang hook,rowdy but stylish rock-club pressure,bloghouse grit with modern clarity,"riff intro, verse shout, hook drop, breakdown, final riff chorus","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 130bpm, c-minor","Create an overseas electro-rock / bloghouse / french electro track with a indie-sleaze club pulse, dirty electro bass riff, gritty filter stabs, and tight downstroke guitar accents. Use shouted gang hook, rowdy but stylish rock-club pressure, 130 BPM, C minor. Arrangement: riff intro, verse shout, hook drop, breakdown, final riff chorus. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg0cf2c57d,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Afterhours Hook,132,E minor,medium-low,full song seed,compressed stomp groove,clipped saw-bass line,lo-fi bloghouse synth hook,noisy guitar feedback between phrases,minimal repeated party vocal,neon punk chaos,bloghouse grit with modern clarity,"riff intro, verse shout, hook drop, breakdown, final riff chorus","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 132bpm, e-minor","Create an overseas electro-rock / bloghouse / french electro track with a compressed stomp groove, clipped saw-bass line, lo-fi bloghouse synth hook, and noisy guitar feedback between phrases. Use minimal repeated party vocal, neon punk chaos, 132 BPM, E minor. Arrangement: riff intro, verse shout, hook drop, breakdown, final riff chorus. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg4221a2b4,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Downtown Drive,126,E minor,medium,vocal pop seed,dirty electro four-on-the-floor,distorted octave bass,distorted synth riff,noisy guitar feedback between phrases,spoken-sung verse with explosive hook,fashion-week electro swagger,bloghouse grit with modern clarity,"drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 126bpm, e-minor","Create an overseas electro-rock / bloghouse / french electro track with a dirty electro four-on-the-floor, distorted octave bass, distorted synth riff, and noisy guitar feedback between phrases. Use spoken-sung verse with explosive hook, fashion-week electro swagger, 126 BPM, E minor. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg432d3835,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Lowlight Groove,122,A minor,low,club-rock seed,indie-sleaze club pulse,clipped saw-bass line,abrasive analog chord hits,ragged indie-rock guitar stabs,spoken-sung verse with explosive hook,dirty late-2000s dancefloor grit,bloghouse grit with modern clarity,"drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 122bpm, a-minor","Create an overseas electro-rock / bloghouse / french electro track with a indie-sleaze club pulse, clipped saw-bass line, abrasive analog chord hits, and ragged indie-rock guitar stabs. Use spoken-sung verse with explosive hook, dirty late-2000s dancefloor grit, 122 BPM, A minor. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg93df81b6,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Cassette Mirage,124,E minor,high,full song seed,compressed stomp groove,dirty electro bass riff,distorted synth riff,"minimal guitar, synth carries the riff",raw female chant vocal,dirty late-2000s dancefloor grit,bloghouse grit with modern clarity,"riff intro, verse shout, hook drop, breakdown, final riff chorus","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 124bpm, e-minor","Create an overseas electro-rock / bloghouse / french electro track with a compressed stomp groove, dirty electro bass riff, distorted synth riff, and minimal guitar, synth carries the riff. Use raw female chant vocal, dirty late-2000s dancefloor grit, 124 BPM, E minor. Arrangement: riff intro, verse shout, hook drop, breakdown, final riff chorus. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg31a23f59,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Basement Drive,132,A minor,low,vocal pop seed,indie-sleaze club pulse,clipped saw-bass line,lo-fi bloghouse synth hook,ragged indie-rock guitar stabs,shouted gang hook,rowdy but stylish rock-club pressure,bloghouse grit with modern clarity,"drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 132bpm, a-minor","Create an overseas electro-rock / bloghouse / french electro instrumental track with a indie-sleaze club pulse, clipped saw-bass line, lo-fi bloghouse synth hook, and ragged indie-rock guitar stabs. Use shouted gang hook, rowdy but stylish rock-club pressure, 132 BPM, A minor. Arrangement: drum intro, bass riff, vocal chant, distorted synth solo, abrupt outro. Production: bloghouse grit with modern clarity. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egf6e3e2a5,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Cassette Circuit,124,F# minor,high,intro-heavy seed,rock drums locked to electronic bass,distorted octave bass,distorted synth riff,noisy guitar feedback between phrases,shouted gang hook,sweaty basement club energy,"clipped compression, distorted synths, punchy drums","riff intro, verse shout, hook drop, breakdown, final riff chorus","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 124bpm, f#-minor","Create an overseas electro-rock / bloghouse / french electro track with a rock drums locked to electronic bass, distorted octave bass, distorted synth riff, and noisy guitar feedback between phrases. Use shouted gang hook, sweaty basement club energy, 124 BPM, F# minor. Arrangement: riff intro, verse shout, hook drop, breakdown, final riff chorus. Production: clipped compression, distorted synths, punchy drums. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg0684207a,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Lowlight Circuit,128,D minor,medium-low,intro-heavy seed,rock drums locked to electronic bass,fuzz synth bass,distorted synth riff,"minimal guitar, synth carries the riff",raw female chant vocal,fashion-week electro swagger,"aggressive sidechain, crunchy top-end, mono-compatible hook","short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 128bpm, d-minor","Create an overseas electro-rock / bloghouse / french electro track with a rock drums locked to electronic bass, fuzz synth bass, distorted synth riff, and minimal guitar, synth carries the riff. Use raw female chant vocal, fashion-week electro swagger, 128 BPM, D minor. Arrangement: short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp. Production: aggressive sidechain, crunchy top-end, mono-compatible hook. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg1eabb60c,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Rainy Pulse,124,A minor,low,chorus-first seed,punky dance groove,fuzz synth bass,distorted synth riff,ragged indie-rock guitar stabs,raw female chant vocal,dirty late-2000s dancefloor grit,"raw club mix, no polished EDM sheen","short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 124bpm, a-minor","Create an overseas electro-rock / bloghouse / french electro track with a punky dance groove, fuzz synth bass, distorted synth riff, and ragged indie-rock guitar stabs. Use raw female chant vocal, dirty late-2000s dancefloor grit, 124 BPM, A minor. Arrangement: short noisy intro, verse, repeated hook, bridge with filtered drums, final stomp. Production: raw club mix, no polished EDM sheen. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egec9f777f,V03-20260621,overseas / non-Japanese,Electro-Rock / Bloghouse / French Electro,electro-rock-bloghouse-french-electro,Electric Signal,124,A minor,medium,chorus-first seed,indie-sleaze club pulse,dirty electro bass riff,screaming electro lead,fuzzy rhythm guitar doubling the synth riff,cool detached indie male vocal,fashion-week electro swagger,"clipped compression, distorted synths, punchy drums","riff intro, verse shout, hook drop, breakdown, final riff chorus","trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz","electro rock, bloghouse, french electro, dirty electro, indie dance, distorted synth, 124bpm, a-minor","Create an overseas electro-rock / bloghouse / french electro track with a indie-sleaze club pulse, dirty electro bass riff, screaming electro lead, and fuzzy rhythm guitar doubling the synth riff. Use cool detached indie male vocal, fashion-week electro swagger, 124 BPM, A minor. Arrangement: riff intro, verse shout, hook drop, breakdown, final riff chorus. Production: clipped compression, distorted synths, punchy drums. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: trap hi-hats, dubstep wobble, metal growls, orchestral score, Japanese vocals, smooth lounge jazz.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egad0ec7ee,V03-20260621,overseas / non-Japanese,Italo Disco / Space Disco / Eurodisco,italo-disco-space-disco-eurodisco,Core Italo Disco Groove,126,A major,medium,club-rock seed,romantic disco pulse,arpeggiated synth bass,wide analog brass chords,minimal guitar under synth strings,romantic male vocal,melancholic but danceable nostalgia,"spacey delays, arpeggiated bass forward, vocal upfront","synth intro, verse, big romantic chorus, instrumental lead solo, final chorus","tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound","italo disco, space disco, eurodisco, cosmic disco, arpeggio, retro synth, 126bpm, a-major","Create an overseas italo disco / space disco / eurodisco track with a romantic disco pulse, arpeggiated synth bass, wide analog brass chords, and minimal guitar under synth strings. Use romantic male vocal, melancholic but danceable nostalgia, 126 BPM, A major. Arrangement: synth intro, verse, big romantic chorus, instrumental lead solo, final chorus. Production: spacey delays, arpeggiated bass forward, vocal upfront. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg6aaa9d09,V03-20260621,overseas / non-Japanese,Italo Disco / Space Disco / Eurodisco,italo-disco-space-disco-eurodisco,Velvet Vamp,116,G minor,medium-high,full song seed,Eurodisco synth groove,octave-jumping disco bass,bright bell-like counter-melody,"no guitar, lush synth arrangement",dramatic female vocal,starlit highway euphoria,"vintage drum machine, modern sub-bass, bright synth strings","synth intro, verse, big romantic chorus, instrumental lead solo, final chorus","tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound","italo disco, space disco, eurodisco, cosmic disco, arpeggio, retro synth, 116bpm, g-minor","Create an overseas italo disco / space disco / eurodisco track with a Eurodisco synth groove, octave-jumping disco bass, bright bell-like counter-melody, and no guitar, lush synth arrangement. Use dramatic female vocal, starlit highway euphoria, 116 BPM, G minor. Arrangement: synth intro, verse, big romantic chorus, instrumental lead solo, final chorus. Production: vintage drum machine, modern sub-bass, bright synth strings. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
egb7498613,V03-20260621,overseas / non-Japanese,Italo Disco / Space Disco / Eurodisco,italo-disco-space-disco-eurodisco,Electric Engine,108,D minor,low,club-rock seed,gliding cosmic dance beat,bouncy Italo bassline,vintage string-machine chords,minimal guitar under synth strings,romantic male vocal,starlit highway euphoria,nostalgic synth colors without sounding cheesy,"arpeggio intro, vocal verse, chorus lift, bridge, extended outro","tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound","italo disco, space disco, eurodisco, cosmic disco, arpeggio, retro synth, 108bpm, d-minor","Create an overseas italo disco / space disco / eurodisco track with a gliding cosmic dance beat, bouncy Italo bassline, vintage string-machine chords, and minimal guitar under synth strings. Use romantic male vocal, starlit highway euphoria, 108 BPM, D minor. Arrangement: arpeggio intro, vocal verse, chorus lift, bridge, extended outro. Production: nostalgic synth colors without sounding cheesy. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
ege64eb884,V03-20260621,overseas / non-Japanese,Italo Disco / Space Disco / Eurodisco,italo-disco-space-disco-eurodisco,Cassette Signal,124,A minor,medium,club-rock seed,Eurodisco synth groove,octave-jumping disco bass,sparkling synth lead melody,light disco guitar on offbeats,duet-style chorus layers,retro European night club,retro reverb with clean contemporary master,"synth intro, verse, big romantic chorus, instrumental lead solo, final chorus","tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound","italo disco, space disco, eurodisco, cosmic disco, arpeggio, retro synth, 124bpm, a-minor","Create an overseas italo disco / space disco / eurodisco instrumental track with a Eurodisco synth groove, octave-jumping disco bass, sparkling synth lead melody, and light disco guitar on offbeats. Use duet-style chorus layers, retro European night club, 124 BPM, A minor. Arrangement: synth intro, verse, big romantic chorus, instrumental lead solo, final chorus. Production: retro reverb with clean contemporary master. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg84ea432b,V03-20260621,overseas / non-Japanese,Italo Disco / Space Disco / Eurodisco,italo-disco-space-disco-eurodisco,Fever Machine,120,G minor,medium-high,night-drive cue,retro club backbeat,spacey sequenced low-end,vintage string-machine chords,short reverb guitar echoes,dramatic female vocal,cosmic romance,"spacey delays, arpeggiated bass forward, vocal upfront",classic disco-pop structure with instrumental break and final key lift,"tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound","italo disco, space disco, eurodisco, cosmic disco, arpeggio, retro synth, 120bpm, g-minor","Create an overseas italo disco / space disco / eurodisco track with a retro club backbeat, spacey sequenced low-end, vintage string-machine chords, and short reverb guitar echoes. Use dramatic female vocal, cosmic romance, 120 BPM, G minor. Arrangement: classic disco-pop structure with instrumental break and final key lift. Production: spacey delays, arpeggiated bass forward, vocal upfront. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
eg032b34f7,V03-20260621,overseas / non-Japanese,Italo Disco / Space Disco / Eurodisco,italo-disco-space-disco-eurodisco,Magnetic Mirage,126,C minor,high,night-drive cue,romantic disco pulse,octave-jumping disco bass,cosmic pad swells,clean chorus guitar accents,dramatic female vocal,retro European night club,"spacey delays, arpeggiated bass forward, vocal upfront","synth intro, verse, big romantic chorus, instrumental lead solo, final chorus","tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound","italo disco, space disco, eurodisco, cosmic disco, arpeggio, retro synth, 126bpm, c-minor","Create an overseas italo disco / space disco / eurodisco track with a romantic disco pulse, octave-jumping disco bass, cosmic pad swells, and clean chorus guitar accents. Use dramatic female vocal, retro European night club, 126 BPM, C minor. Arrangement: synth intro, verse, big romantic chorus, instrumental lead solo, final chorus. Production: spacey delays, arpeggiated bass forward, vocal upfront. Keep it groove-forward, modern, and usable as a polished Suno style prompt. Exclude: tropical house, modern trap drums, acoustic country, metal guitars, anime opening, overly comedic retro sound.",Original normalized prompt based on genre research and Suno official prompt-format guidance; no artist-name imitation in public prompt text.
