id,collection,language_focus,category,subgenre,variation,variation_label,groove_level,bpm,key,energy,style_prompt,exclude,lyrics_direction,tags,source_basis
ROCK-V02-043-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,classic punk rock,detailed_arrangement,Detailed arrangement,7,174,A major,8,"Create a classic punk rock song. Intro: establish the groove with drums and bass first. Verse: three-chord power guitar, raw downstrokes in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays fast straight 4/4, minimal fills, urgent snare. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: raw shouted vocal, gang chorus. Production: DIY garage mix, no polish, slight clipping. BPM: 174, Key: A major.","EDM, orchestral strings, Japanese vocals, prog complexity","Lyrics: short direct protest or frustration, shouted refrain.",punk rock; raw; fast; rebellious,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-043-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,classic punk rock,raw_live,Raw/live version,7,180,E major,8,"Raw live-band classic punk rock, no click-perfect feel. The drummer should breathe around the groove: fast straight 4/4, minimal fills, urgent snare. Guitars: three-chord power guitar, raw downstrokes. Bass/drums: root-note bass, loud simple drums. Vocal performance: raw shouted vocal, gang chorus. Keep the mix DIY garage mix, no polish, slight clipping, with human imperfections, small timing pushes, and real amp grit. BPM: 180, Key: E major.","EDM, orchestral strings, Japanese vocals, prog complexity","Lyrics: short direct protest or frustration, shouted refrain.",punk rock; raw; fast; rebellious,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-043-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,classic punk rock,hook_focused,Hook-focused version,7,184,D major,8,"Hook-focused classic punk rock with a strong guitar or bass motif in the first five seconds. Build around fast straight 4/4, minimal fills, urgent snare; make three-chord power guitar, raw downstrokes answer the vocal line. root-note bass, loud simple drums. Vocal: raw shouted vocal, gang chorus. Production: DIY garage mix, no polish, slight clipping. Add a short instrumental break after the second chorus. BPM: 184, Key: D major.","EDM, orchestral strings, Japanese vocals, prog complexity","Lyrics: short direct protest or frustration, shouted refrain.",punk rock; raw; fast; rebellious,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-044-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage punk,single_style,Style prompt only,8,146,E minor,9,"Create a garage punk track with sloppy fast groove, snare ahead of beat. Use fuzzy garage riffs, cheap amp distortion, simple lead stabs; buzzy bass, trashy drums. Lead vocal: sneering vocal, loose backing shouts. Production: basement recording feel, mono-ish drums, saturated guitars. BPM: 146, Key: E minor. Make the chorus memorable without becoming generic pop.","EDM, trap hats, polished pop, Japanese vocals","Lyrics: messy nights, impatience, bad decisions; chorus should be primitive and fun.",garage punk; fuzz; raw; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-044-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage punk,detailed_arrangement,Detailed arrangement,8,154,A major,9,"Create a garage punk song. Intro: establish the groove with drums and bass first. Verse: fuzzy garage riffs, cheap amp distortion, simple lead stabs in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays sloppy fast groove, snare ahead of beat. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: sneering vocal, loose backing shouts. Production: basement recording feel, mono-ish drums, saturated guitars. BPM: 154, Key: A major.","EDM, trap hats, polished pop, Japanese vocals","Lyrics: messy nights, impatience, bad decisions; chorus should be primitive and fun.",garage punk; fuzz; raw; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-044-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage punk,raw_live,Raw/live version,8,161,G major,9,"Raw live-band garage punk, no click-perfect feel. The drummer should breathe around the groove: sloppy fast groove, snare ahead of beat. Guitars: fuzzy garage riffs, cheap amp distortion, simple lead stabs. Bass/drums: buzzy bass, trashy drums. Vocal performance: sneering vocal, loose backing shouts. Keep the mix basement recording feel, mono-ish drums, saturated guitars, with human imperfections, small timing pushes, and real amp grit. BPM: 161, Key: G major.","EDM, trap hats, polished pop, Japanese vocals","Lyrics: messy nights, impatience, bad decisions; chorus should be primitive and fun.",garage punk; fuzz; raw; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-044-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage punk,hook_focused,Hook-focused version,8,166,E minor,9,"Hook-focused garage punk with a strong guitar or bass motif in the first five seconds. Build around sloppy fast groove, snare ahead of beat; make fuzzy garage riffs, cheap amp distortion, simple lead stabs answer the vocal line. buzzy bass, trashy drums. Vocal: sneering vocal, loose backing shouts. Production: basement recording feel, mono-ish drums, saturated guitars. Add a short instrumental break after the second chorus. BPM: 166, Key: E minor.","EDM, trap hats, polished pop, Japanese vocals","Lyrics: messy nights, impatience, bad decisions; chorus should be primitive and fun.",garage punk; fuzz; raw; energetic,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-045-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage rock revival,single_style,Style prompt only,8,134,A minor,8,"Create a garage rock revival track with stomping 4/4, tambourine, loose fills. Use vintage fuzz guitars, simple riff hooks, tremolo lead; driving bass, raw kit. Lead vocal: cool shouted-sung vocal, swagger. Production: raw retro mix, tape compression, room sound. BPM: 134, Key: A minor. Make the chorus memorable without becoming generic pop.","EDM, trap drums, metal double-kick, Japanese vocals","Lyrics: sharp street scenes, desire, boredom; keep it lean and hooky.",garage rock; retro; riff; raw groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-045-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage rock revival,detailed_arrangement,Detailed arrangement,8,141,G major,8,"Create a garage rock revival song. Intro: establish the groove with drums and bass first. Verse: vintage fuzz guitars, simple riff hooks, tremolo lead in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays stomping 4/4, tambourine, loose fills. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: cool shouted-sung vocal, swagger. Production: raw retro mix, tape compression, room sound. BPM: 141, Key: G major.","EDM, trap drums, metal double-kick, Japanese vocals","Lyrics: sharp street scenes, desire, boredom; keep it lean and hooky.",garage rock; retro; riff; raw groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-045-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage rock revival,raw_live,Raw/live version,8,146,E major,8,"Raw live-band garage rock revival, no click-perfect feel. The drummer should breathe around the groove: stomping 4/4, tambourine, loose fills. Guitars: vintage fuzz guitars, simple riff hooks, tremolo lead. Bass/drums: driving bass, raw kit. Vocal performance: cool shouted-sung vocal, swagger. Keep the mix raw retro mix, tape compression, room sound, with human imperfections, small timing pushes, and real amp grit. BPM: 146, Key: E major.","EDM, trap drums, metal double-kick, Japanese vocals","Lyrics: sharp street scenes, desire, boredom; keep it lean and hooky.",garage rock; retro; riff; raw groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-045-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,garage rock revival,hook_focused,Hook-focused version,8,150,A minor,8,"Hook-focused garage rock revival with a strong guitar or bass motif in the first five seconds. Build around stomping 4/4, tambourine, loose fills; make vintage fuzz guitars, simple riff hooks, tremolo lead answer the vocal line. driving bass, raw kit. Vocal: cool shouted-sung vocal, swagger. Production: raw retro mix, tape compression, room sound. Add a short instrumental break after the second chorus. BPM: 150, Key: A minor.","EDM, trap drums, metal double-kick, Japanese vocals","Lyrics: sharp street scenes, desire, boredom; keep it lean and hooky.",garage rock; retro; riff; raw groove,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-046-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,proto-punk,single_style,Style prompt only,8,124,D minor,9,"Create a proto-punk track with repetitive primitive groove, snare hard on backbeat. Use raw overdriven chords, one-note piano or organ stab optional; simple bass riff, dry drums. Lead vocal: deadpan or sneering vocal. Production: dirty 70s-style production, minimal overdubs. BPM: 124, Key: D minor. Make the chorus memorable without becoming generic pop.","modern pop sheen, EDM, Japanese vocals, technical metal","Lyrics: detached attitude, city boredom, repetition; chorus can be a one-line chant.",proto-punk; dirty rock; minimal; attitude,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-046-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,proto-punk,detailed_arrangement,Detailed arrangement,8,132,E major,9,"Create a proto-punk song. Intro: establish the groove with drums and bass first. Verse: raw overdriven chords, one-note piano or organ stab optional in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays repetitive primitive groove, snare hard on backbeat. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: deadpan or sneering vocal. Production: dirty 70s-style production, minimal overdubs. BPM: 132, Key: E major.","modern pop sheen, EDM, Japanese vocals, technical metal","Lyrics: detached attitude, city boredom, repetition; chorus can be a one-line chant.",proto-punk; dirty rock; minimal; attitude,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-046-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,proto-punk,raw_live,Raw/live version,8,138,A major,9,"Raw live-band proto-punk, no click-perfect feel. The drummer should breathe around the groove: repetitive primitive groove, snare hard on backbeat. Guitars: raw overdriven chords, one-note piano or organ stab optional. Bass/drums: simple bass riff, dry drums. Vocal performance: deadpan or sneering vocal. Keep the mix dirty 70s-style production, minimal overdubs, with human imperfections, small timing pushes, and real amp grit. BPM: 138, Key: A major.","modern pop sheen, EDM, Japanese vocals, technical metal","Lyrics: detached attitude, city boredom, repetition; chorus can be a one-line chant.",proto-punk; dirty rock; minimal; attitude,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-046-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,proto-punk,hook_focused,Hook-focused version,8,142,D minor,9,"Hook-focused proto-punk with a strong guitar or bass motif in the first five seconds. Build around repetitive primitive groove, snare hard on backbeat; make raw overdriven chords, one-note piano or organ stab optional answer the vocal line. simple bass riff, dry drums. Vocal: deadpan or sneering vocal. Production: dirty 70s-style production, minimal overdubs. Add a short instrumental break after the second chorus. BPM: 142, Key: D minor.","modern pop sheen, EDM, Japanese vocals, technical metal","Lyrics: detached attitude, city boredom, repetition; chorus can be a one-line chant.",proto-punk; dirty rock; minimal; attitude,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-047-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,post-hardcore,single_style,Style prompt only,7,128,E minor,7,"Create a post-hardcore track with stop-start rhythms, half-time breakdown, tense verses. Use angular dissonant guitars, explosive chorus chords; driving bass, loud natural drums. Lead vocal: shouted-sung emotional vocal, group response. Production: raw aggressive mix, guitars wide, drums live. BPM: 128, Key: E minor. Make the chorus memorable without becoming generic pop.","EDM, trap, Japanese vocals, glossy pop harmonies","Lyrics: conflict, identity, pressure; dynamic section labels work well.",post-hardcore; angular; emotional; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-047-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,post-hardcore,detailed_arrangement,Detailed arrangement,7,138,F# minor,7,"Create a post-hardcore song. Intro: establish the groove with drums and bass first. Verse: angular dissonant guitars, explosive chorus chords in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays stop-start rhythms, half-time breakdown, tense verses. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: shouted-sung emotional vocal, group response. Production: raw aggressive mix, guitars wide, drums live. BPM: 138, Key: F# minor.","EDM, trap, Japanese vocals, glossy pop harmonies","Lyrics: conflict, identity, pressure; dynamic section labels work well.",post-hardcore; angular; emotional; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-047-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,post-hardcore,raw_live,Raw/live version,7,146,D minor,7,"Raw live-band post-hardcore, no click-perfect feel. The drummer should breathe around the groove: stop-start rhythms, half-time breakdown, tense verses. Guitars: angular dissonant guitars, explosive chorus chords. Bass/drums: driving bass, loud natural drums. Vocal performance: shouted-sung emotional vocal, group response. Keep the mix raw aggressive mix, guitars wide, drums live, with human imperfections, small timing pushes, and real amp grit. BPM: 146, Key: D minor.","EDM, trap, Japanese vocals, glossy pop harmonies","Lyrics: conflict, identity, pressure; dynamic section labels work well.",post-hardcore; angular; emotional; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-047-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,post-hardcore,hook_focused,Hook-focused version,7,152,E minor,7,"Hook-focused post-hardcore with a strong guitar or bass motif in the first five seconds. Build around stop-start rhythms, half-time breakdown, tense verses; make angular dissonant guitars, explosive chorus chords answer the vocal line. driving bass, loud natural drums. Vocal: shouted-sung emotional vocal, group response. Production: raw aggressive mix, guitars wide, drums live. Add a short instrumental break after the second chorus. BPM: 152, Key: E minor.","EDM, trap, Japanese vocals, glossy pop harmonies","Lyrics: conflict, identity, pressure; dynamic section labels work well.",post-hardcore; angular; emotional; heavy,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-048-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,emo rock,single_style,Style prompt only,6,104,E minor,6,"Create a emo rock track with mid-tempo emotional drive, tom builds into chorus. Use clean arpeggios, distorted chorus, octave melodies; melodic bass, natural drums. Lead vocal: vulnerable vocal, strained upper range in chorus. Production: warm indie rock mix, not too glossy. BPM: 104, Key: E minor. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: personal but concrete, late-night messages, regret, small objects.",emo rock; melodic; dynamic; guitar-driven,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-048-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,emo rock,detailed_arrangement,Detailed arrangement,6,113,B minor,6,"Create a emo rock song. Intro: establish the groove with drums and bass first. Verse: clean arpeggios, distorted chorus, octave melodies in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays mid-tempo emotional drive, tom builds into chorus. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: vulnerable vocal, strained upper range in chorus. Production: warm indie rock mix, not too glossy. BPM: 113, Key: B minor.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: personal but concrete, late-night messages, regret, small objects.",emo rock; melodic; dynamic; guitar-driven,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-048-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,emo rock,raw_live,Raw/live version,6,121,D major,6,"Raw live-band emo rock, no click-perfect feel. The drummer should breathe around the groove: mid-tempo emotional drive, tom builds into chorus. Guitars: clean arpeggios, distorted chorus, octave melodies. Bass/drums: melodic bass, natural drums. Vocal performance: vulnerable vocal, strained upper range in chorus. Keep the mix warm indie rock mix, not too glossy, with human imperfections, small timing pushes, and real amp grit. BPM: 121, Key: D major.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: personal but concrete, late-night messages, regret, small objects.",emo rock; melodic; dynamic; guitar-driven,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-048-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,emo rock,hook_focused,Hook-focused version,6,126,E minor,6,"Hook-focused emo rock with a strong guitar or bass motif in the first five seconds. Build around mid-tempo emotional drive, tom builds into chorus; make clean arpeggios, distorted chorus, octave melodies answer the vocal line. melodic bass, natural drums. Vocal: vulnerable vocal, strained upper range in chorus. Production: warm indie rock mix, not too glossy. Add a short instrumental break after the second chorus. BPM: 126, Key: E minor.","EDM, trap hats, Japanese vocals, metal growls","Lyrics: personal but concrete, late-night messages, regret, small objects.",emo rock; melodic; dynamic; guitar-driven,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-049-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,pop-punk,single_style,Style prompt only,7,156,E major,8,"Create a pop-punk track with fast upbeat punk beat, big chorus push. Use power chords, octave leads, tight palm mutes; driving pick bass, polished drums. Lead vocal: bright nasal melodic vocal, gang vocals in chorus. Production: clean modern punk mix, punchy and loud. BPM: 156, Key: E major. Make the chorus memorable without becoming generic pop.","EDM drop, trap beats, Japanese vocals, metal growls","Lyrics: youth, escape, dumb courage; huge simple chorus.",pop-punk; melodic; energetic; gang vocals,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-049-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,pop-punk,detailed_arrangement,Detailed arrangement,7,164,D major,8,"Create a pop-punk song. Intro: establish the groove with drums and bass first. Verse: power chords, octave leads, tight palm mutes in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays fast upbeat punk beat, big chorus push. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: bright nasal melodic vocal, gang vocals in chorus. Production: clean modern punk mix, punchy and loud. BPM: 164, Key: D major.","EDM drop, trap beats, Japanese vocals, metal growls","Lyrics: youth, escape, dumb courage; huge simple chorus.",pop-punk; melodic; energetic; gang vocals,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-049-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,pop-punk,raw_live,Raw/live version,7,170,A major,8,"Raw live-band pop-punk, no click-perfect feel. The drummer should breathe around the groove: fast upbeat punk beat, big chorus push. Guitars: power chords, octave leads, tight palm mutes. Bass/drums: driving pick bass, polished drums. Vocal performance: bright nasal melodic vocal, gang vocals in chorus. Keep the mix clean modern punk mix, punchy and loud, with human imperfections, small timing pushes, and real amp grit. BPM: 170, Key: A major.","EDM drop, trap beats, Japanese vocals, metal growls","Lyrics: youth, escape, dumb courage; huge simple chorus.",pop-punk; melodic; energetic; gang vocals,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-049-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,pop-punk,hook_focused,Hook-focused version,7,174,E major,8,"Hook-focused pop-punk with a strong guitar or bass motif in the first five seconds. Build around fast upbeat punk beat, big chorus push; make power chords, octave leads, tight palm mutes answer the vocal line. driving pick bass, polished drums. Vocal: bright nasal melodic vocal, gang vocals in chorus. Production: clean modern punk mix, punchy and loud. Add a short instrumental break after the second chorus. BPM: 174, Key: E major.","EDM drop, trap beats, Japanese vocals, metal growls","Lyrics: youth, escape, dumb courage; huge simple chorus.",pop-punk; melodic; energetic; gang vocals,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-050-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,skate punk,single_style,Style prompt only,7,177,E major,8,"Create a skate punk track with fast skate beat, quick fills, energetic cymbals. Use rapid power chords, melodic lead lines; fast pick bass, tight drums. Lead vocal: shouted melodic vocal, group harmonies. Production: raw but clear punk production. BPM: 177, Key: E major. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, slow ballad strings","Lyrics: motion, defiance, friends, pressure; keep lines short for speed.",skate punk; fast; melodic; raw,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-050-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,skate punk,detailed_arrangement,Detailed arrangement,7,186,B minor,8,"Create a skate punk song. Intro: establish the groove with drums and bass first. Verse: rapid power chords, melodic lead lines in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays fast skate beat, quick fills, energetic cymbals. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: shouted melodic vocal, group harmonies. Production: raw but clear punk production. BPM: 186, Key: B minor.","EDM, trap hats, Japanese vocals, slow ballad strings","Lyrics: motion, defiance, friends, pressure; keep lines short for speed.",skate punk; fast; melodic; raw,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-050-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,skate punk,raw_live,Raw/live version,7,193,A major,8,"Raw live-band skate punk, no click-perfect feel. The drummer should breathe around the groove: fast skate beat, quick fills, energetic cymbals. Guitars: rapid power chords, melodic lead lines. Bass/drums: fast pick bass, tight drums. Vocal performance: shouted melodic vocal, group harmonies. Keep the mix raw but clear punk production, with human imperfections, small timing pushes, and real amp grit. BPM: 193, Key: A major.","EDM, trap hats, Japanese vocals, slow ballad strings","Lyrics: motion, defiance, friends, pressure; keep lines short for speed.",skate punk; fast; melodic; raw,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-050-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Punk / Garage / Post-hardcore,skate punk,hook_focused,Hook-focused version,7,198,E major,8,"Hook-focused skate punk with a strong guitar or bass motif in the first five seconds. Build around fast skate beat, quick fills, energetic cymbals; make rapid power chords, melodic lead lines answer the vocal line. fast pick bass, tight drums. Vocal: shouted melodic vocal, group harmonies. Production: raw but clear punk production. Add a short instrumental break after the second chorus. BPM: 198, Key: E major.","EDM, trap hats, Japanese vocals, slow ballad strings","Lyrics: motion, defiance, friends, pressure; keep lines short for speed.",skate punk; fast; melodic; raw,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-051-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Indie / Art / Math / Post-rock,indie rock jangle,single_style,Style prompt only,6,118,D major,6,"Create a indie rock jangle track with light driving rhythm, crisp snare, subtle swing. Use jangly clean guitars, chorus pedal, melodic counterlines; melodic bass, natural drums. Lead vocal: intimate conversational vocal. Production: warm indie mix, light tape saturation. BPM: 118, Key: D major. Make the chorus memorable without becoming generic pop.","EDM, trap hats, Japanese vocals, arena rock bombast","Lyrics: small observations, dry humor, emotional understatement.",indie rock; jangly; melodic; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-051-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Indie / Art / Math / Post-rock,indie rock jangle,detailed_arrangement,Detailed arrangement,6,125,A major,6,"Create a indie rock jangle song. Intro: establish the groove with drums and bass first. Verse: jangly clean guitars, chorus pedal, melodic counterlines in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays light driving rhythm, crisp snare, subtle swing. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: intimate conversational vocal. Production: warm indie mix, light tape saturation. BPM: 125, Key: A major.","EDM, trap hats, Japanese vocals, arena rock bombast","Lyrics: small observations, dry humor, emotional understatement.",indie rock; jangly; melodic; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-051-3,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Indie / Art / Math / Post-rock,indie rock jangle,raw_live,Raw/live version,6,130,G major,6,"Raw live-band indie rock jangle, no click-perfect feel. The drummer should breathe around the groove: light driving rhythm, crisp snare, subtle swing. Guitars: jangly clean guitars, chorus pedal, melodic counterlines. Bass/drums: melodic bass, natural drums. Vocal performance: intimate conversational vocal. Keep the mix warm indie mix, light tape saturation, with human imperfections, small timing pushes, and real amp grit. BPM: 130, Key: G major.","EDM, trap hats, Japanese vocals, arena rock bombast","Lyrics: small observations, dry humor, emotional understatement.",indie rock; jangly; melodic; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-051-4,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Indie / Art / Math / Post-rock,indie rock jangle,hook_focused,Hook-focused version,6,134,D major,6,"Hook-focused indie rock jangle with a strong guitar or bass motif in the first five seconds. Build around light driving rhythm, crisp snare, subtle swing; make jangly clean guitars, chorus pedal, melodic counterlines answer the vocal line. melodic bass, natural drums. Vocal: intimate conversational vocal. Production: warm indie mix, light tape saturation. Add a short instrumental break after the second chorus. BPM: 134, Key: D major.","EDM, trap hats, Japanese vocals, arena rock bombast","Lyrics: small observations, dry humor, emotional understatement.",indie rock; jangly; melodic; overseas,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-052-1,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Indie / Art / Math / Post-rock,art rock groove,single_style,Style prompt only,7,106,A minor,7,"Create a art rock groove track with controlled groove with odd accents and sectional shifts. Use angular guitars, strange chord voicings, tasteful dissonance; bass counter-melody, tight drums. Lead vocal: cool expressive vocal, occasional spoken line. Production: clean art-rock production, dynamic range intact. BPM: 106, Key: A minor. Make the chorus memorable without becoming generic pop.","EDM drop, trap hats, Japanese vocals, generic radio rock","Lyrics: abstract but not random, images of architecture, mirrors, systems.",art rock; groove; angular; experimental,original_derived_from_research; see sources-license-notes-V02-20260621.txt
ROCK-V02-052-2,suno-rock-prompts-overseas-V02-20260621,"English / overseas rock, no Japanese genre focus",Indie / Art / Math / Post-rock,art rock groove,detailed_arrangement,Detailed arrangement,7,113,D minor,7,"Create a art rock groove song. Intro: establish the groove with drums and bass first. Verse: angular guitars, strange chord voicings, tasteful dissonance in a restrained pattern. Pre-chorus: add tension with rising dynamics. Chorus: open into a bigger guitar hook while the rhythm stays controlled groove with odd accents and sectional shifts. Bridge: strip down to bass/drums, then rebuild into the final chorus. Vocal: cool expressive vocal, occasional spoken line. Production: clean art-rock production, dynamic range intact. BPM: 113, Key: D minor.","EDM drop, trap hats, Japanese vocals, generic radio rock","Lyrics: abstract but not random, images of architecture, mirrors, systems.",art rock; groove; angular; experimental,original_derived_from_research; see sources-license-notes-V02-20260621.txt
